product_id,product_name,category,warehouse,location,quantity,price,supplier,current_status,last_restocked
1676,"Widget A",Toys,"Warehouse 2","Aisle 3",300,49.99,"Supplier B","In Stock",NULL
1680,"Gadget Z",Electronics,"Warehouse 1","Aisle 3",50,49.99,"Supplier C","Low Stock",2022-12-20
1681,"Gadget Z",Clothing,"Warehouse 3","Aisle 5",150,49.99,"Supplier B","Low Stock",2022-12-20
1681,"Widget C",Furniture,"Warehouse 2","Aisle 2",300,9.99,"Supplier C","In Stock",2022-12-20
1683,"Gadget X",Toys,"Warehouse 2","Aisle 2",100,19.99,"Supplier A","Low Stock",NULL
1683,"Gadget Z",Furniture,"Warehouse 1","Aisle 5",NULL,29.99,"Supplier A","Out of Stock",2023-01-15
1684,"Gadget Y",Furniture,"Warehouse 2","Aisle 4",50,19.99,"Supplier A","Low Stock",2023-04-25
1688,"Gadget X",Furniture,"Warehouse 3","Aisle 3",200,49.99,"Supplier D","In Stock",NULL
1689,"Gadget X",Toys,"Warehouse 2","Aisle 1",150,19.99,"Supplier C","Low Stock",2023-03-05
1690,"Widget A",Furniture,"Warehouse 3","Aisle 5",300,49.99,"Supplier D","In Stock",2023-03-05
1691,"Gadget Z",Toys,"Warehouse 1","Aisle 2",100,29.99,"Supplier D","Low Stock",2022-12-20
1692,"Gadget Y",Electronics,"Warehouse 3","Aisle 1",150,9.99,"Supplier A","Low Stock",NULL
1694,"Gadget Y",Toys,"Warehouse 2","Aisle 3",150,9.99,"Supplier D","Low Stock",NULL
1697,"Gadget Z",Furniture,"Warehouse 2","Aisle 3",50,19.99,"Supplier A","Low Stock",2022-12-20
1697,"Widget A",Furniture,"Warehouse 1","Aisle 2",50,19.99,"Supplier B","Low Stock",2023-01-15
1698,"Gadget X",Clothing,"Warehouse 1","Aisle 3",100,29.99,"Supplier D","Low Stock",2023-01-15
1698,"Widget C",Furniture,"Warehouse 2","Aisle 5",NULL,9.99,"Supplier B","Out of Stock",2022-12-20
1699,"Gadget X",Furniture,"Warehouse 3","Aisle 5",NULL,9.99,"Supplier B","Out of Stock",NULL
1699,"Gadget Y",Clothing,"Warehouse 1","Aisle 1",NULL,9.99,"Supplier B","Out of Stock",NULL
1700,"Widget A",Clothing,"Warehouse 2","Aisle 2",200,49.99,"Supplier B","In Stock",2022-12-20
1701,"Widget C",Toys,"Warehouse 2","Aisle 4",100,29.99,"Supplier C","Low Stock",2023-04-25
1702,"Gadget X",Electronics,"Warehouse 3","Aisle 5",100,29.99,"Supplier C","Low Stock",2023-01-15
1703,"Gadget Y",Toys,"Warehouse 3","Aisle 1",300,9.99,"Supplier A","In Stock",2023-04-25
1705,"Widget C",Electronics,"Warehouse 1","Aisle 4",50,49.99,"Supplier B","Low Stock",2022-12-20
1709,"Gadget X",Furniture,"Warehouse 2","Aisle 2",100,19.99,"Supplier B","Low Stock",2023-04-25
1709,"Widget A",Electronics,"Warehouse 1","Aisle 5",200,29.99,"Supplier A","In Stock",2023-04-25
1710,"Gadget X",Electronics,"Warehouse 1","Aisle 5",50,19.99,"Supplier B","Low Stock",NULL
1713,"Widget B",Clothing,"Warehouse 3","Aisle 5",300,9.99,"Supplier D","In Stock",2023-01-15
1717,"Gadget Y",Electronics,"Warehouse 3","Aisle 3",300,19.99,"Supplier A","In Stock",NULL
1719,"Gadget X",Clothing,"Warehouse 3","Aisle 5",150,29.99,"Supplier C","Low Stock",2023-01-15
1723,"Widget C",Furniture,"Warehouse 1","Aisle 3",NULL,29.99,"Supplier A","Out of Stock",2023-03-05
1724,"Widget A",Electronics,"Warehouse 3","Aisle 5",150,9.99,"Supplier B","Low Stock",2023-01-15
1725,"Widget B",Furniture,"Warehouse 2","Aisle 5",50,9.99,"Supplier A","Low Stock",2023-04-25
1726,"Widget A",Toys,"Warehouse 2","Aisle 3",NULL,29.99,"Supplier D","Out of Stock",2023-03-05
1726,"Widget B",Electronics,"Warehouse 2","Aisle 5",300,9.99,"Supplier A","In Stock",2023-04-25
1726,"Widget C",Electronics,"Warehouse 3","Aisle 1",200,9.99,"Supplier B","In Stock",2023-01-15
1727,"Widget C",Furniture,"Warehouse 2","Aisle 5",200,9.99,"Supplier A","In Stock",NULL
1728,"Gadget Z",Clothing,"Warehouse 1","Aisle 5",300,9.99,"Supplier B","In Stock",2023-04-25
1729,"Widget A",Clothing,"Warehouse 3","Aisle 4",150,19.99,"Supplier A","Low Stock",2023-04-25
1731,"Gadget Y",Toys,"Warehouse 3","Aisle 4",150,29.99,"Supplier B","Low Stock",2023-03-05
1731,"Widget B",Furniture,"Warehouse 2","Aisle 1",150,9.99,"Supplier B","Low Stock",2023-04-25
1732,"Widget B",Toys,"Warehouse 1","Aisle 1",150,19.99,"Supplier B","Low Stock",2022-12-20
1733,"Gadget X",Furniture,"Warehouse 3","Aisle 4",150,29.99,"Supplier D","Low Stock",2023-04-25
1733,"Widget A",Clothing,"Warehouse 3","Aisle 5",50,9.99,"Supplier B","Low Stock",2023-03-05
1734,"Gadget X",Electronics,"Warehouse 2","Aisle 3",150,9.99,"Supplier B","Low Stock",NULL
1735,"Gadget Y",Electronics,"Warehouse 1","Aisle 5",300,29.99,"Supplier D","In Stock",NULL
1735,"Widget B",Clothing,"Warehouse 3","Aisle 1",300,9.99,"Supplier D","In Stock",NULL
1738,"Gadget Y",Toys,"Warehouse 3","Aisle 1",50,49.99,"Supplier A","Low Stock",2022-12-20
1738,"Widget A",Electronics,"Warehouse 2","Aisle 1",150,49.99,"Supplier B","Low Stock",2023-01-15
1739,"Widget A",Electronics,"Warehouse 2","Aisle 1",200,19.99,"Supplier D","In Stock",2023-04-25
1742,"Gadget Z",Toys,"Warehouse 3","Aisle 5",150,29.99,"Supplier A","Low Stock",2023-03-05
1744,"Gadget Z",Furniture,"Warehouse 1","Aisle 1",150,29.99,"Supplier D","Low Stock",2023-03-05
1747,"Widget A",Clothing,"Warehouse 1","Aisle 3",200,9.99,"Supplier C","In Stock",2022-12-20
1748,"Gadget Z",Clothing,"Warehouse 2","Aisle 1",300,49.99,"Supplier C","In Stock",2023-03-05
1748,"Widget C",Furniture,"Warehouse 1","Aisle 4",200,19.99,"Supplier D","In Stock",2022-12-20
1749,"Gadget X",Toys,"Warehouse 1","Aisle 1",NULL,9.99,"Supplier C","Out of Stock",NULL
1750,"Gadget Y",Furniture,"Warehouse 3","Aisle 2",NULL,9.99,"Supplier A","Out of Stock",2023-01-15
1750,"Gadget Z",Electronics,"Warehouse 2","Aisle 1",300,19.99,"Supplier B","In Stock",2023-04-25
1751,"Widget A",Toys,"Warehouse 3","Aisle 3",50,29.99,"Supplier B","Low Stock",2023-04-25
1751,"Widget C",Furniture,"Warehouse 1","Aisle 1",200,29.99,"Supplier D","In Stock",2023-01-15
1753,"Widget C",Furniture,"Warehouse 1","Aisle 2",200,29.99,"Supplier C","In Stock",2022-12-20
1757,"Widget B",Toys,"Warehouse 1","Aisle 5",300,29.99,"Supplier D","In Stock",2023-01-15
1758,"Widget B",Clothing,"Warehouse 1","Aisle 5",NULL,19.99,"Supplier B","Out of Stock",NULL
1760,"Gadget Y",Clothing,"Warehouse 2","Aisle 1",200,29.99,"Supplier A","In Stock",2023-04-25
1761,"Widget C",Furniture,"Warehouse 2","Aisle 4",50,49.99,"Supplier D","Low Stock",2022-12-20
1763,"Gadget Y",Electronics,"Warehouse 1","Aisle 3",150,19.99,"Supplier B","Low Stock",2022-12-20
1763,"Gadget Z",Clothing,"Warehouse 1","Aisle 4",50,29.99,"Supplier C","Low Stock",2022-12-20
1763,"Widget A",Toys,"Warehouse 1","Aisle 1",150,19.99,"Supplier D","Low Stock",2023-04-25
1766,"Gadget Y",Clothing,"Warehouse 1","Aisle 4",200,49.99,"Supplier C","In Stock",2023-01-15
1766,"Gadget Z",Clothing,"Warehouse 3","Aisle 3",150,29.99,"Supplier D","Low Stock",2023-01-15
1768,"Widget B",Toys,"Warehouse 1","Aisle 4",200,19.99,"Supplier C","In Stock",2023-01-15
1769,"Gadget Z",Toys,"Warehouse 1","Aisle 1",200,29.99,"Supplier B","In Stock",2023-04-25
1770,"Gadget Z",Clothing,"Warehouse 3","Aisle 1",300,19.99,"Supplier D","In Stock",2023-03-05
1771,"Widget A",Toys,"Warehouse 3","Aisle 5",NULL,19.99,"Supplier C","Out of Stock",2023-01-15
1772,"Gadget Y",Clothing,"Warehouse 2","Aisle 3",100,9.99,"Supplier B","Low Stock",2022-12-20
1773,"Widget C",Furniture,"Warehouse 1","Aisle 2",300,9.99,"Supplier C","In Stock",2023-04-25
1775,"Gadget X",Electronics,"Warehouse 3","Aisle 3",150,9.99,"Supplier B","Low Stock",2023-03-05
1775,"Widget A",Electronics,"Warehouse 3","Aisle 4",100,29.99,"Supplier C","Low Stock",NULL
1775,"Widget B",Toys,"Warehouse 3","Aisle 5",NULL,9.99,"Supplier A","Out of Stock",2022-12-20
1776,"Gadget Y",Toys,"Warehouse 3","Aisle 4",300,49.99,"Supplier C","In Stock",2023-03-05
1778,"Widget A",Clothing,"Warehouse 3","Aisle 1",200,29.99,"Supplier B","In Stock",2023-01-15
1779,"Widget B",Furniture,"Warehouse 2","Aisle 1",150,49.99,"Supplier C","Low Stock",2022-12-20
1782,"Gadget X",Furniture,"Warehouse 2","Aisle 2",300,29.99,"Supplier A","In Stock",2023-01-15
1783,"Gadget Z",Electronics,"Warehouse 1","Aisle 4",50,19.99,"Supplier C","Low Stock",2022-12-20
1784,"Widget C",Electronics,"Warehouse 2","Aisle 1",300,49.99,"Supplier A","In Stock",2023-04-25
1786,"Gadget Y",Clothing,"Warehouse 2","Aisle 5",NULL,9.99,"Supplier D","Out of Stock",NULL
1786,"Widget B",Clothing,"Warehouse 1","Aisle 2",50,49.99,"Supplier B","Low Stock",NULL
1789,"Widget C",Electronics,"Warehouse 3","Aisle 1",200,49.99,"Supplier A","In Stock",2023-01-15
1790,"Widget B",Furniture,"Warehouse 1","Aisle 1",150,29.99,"Supplier A","Low Stock",2023-01-15
1791,"Widget A",Furniture,"Warehouse 3","Aisle 1",200,29.99,"Supplier A","In Stock",NULL
1792,"Widget B",Toys,"Warehouse 2","Aisle 1",NULL,29.99,"Supplier B","Out of Stock",NULL
1794,"Gadget Z",Clothing,"Warehouse 3","Aisle 5",50,19.99,"Supplier C","Low Stock",2023-03-05
1795,"Gadget X",Furniture,"Warehouse 1","Aisle 1",150,49.99,"Supplier D","Low Stock",2023-03-05
1795,"Widget A",Furniture,"Warehouse 3","Aisle 5",50,49.99,"Supplier B","Low Stock",2022-12-20
1795,"Widget C",Clothing,"Warehouse 1","Aisle 5",300,29.99,"Supplier B","In Stock",2023-01-15
1797,"Gadget Y",Electronics,"Warehouse 2","Aisle 3",50,29.99,"Supplier A","Low Stock",NULL
1797,"Gadget Z",Toys,"Warehouse 3","Aisle 5",150,9.99,"Supplier C","Low Stock",2023-03-05
1797,"Widget A",Electronics,"Warehouse 3","Aisle 1",100,49.99,"Supplier C","Low Stock",2023-01-15
1797,"Widget B",Furniture,"Warehouse 3","Aisle 1",100,49.99,"Supplier C","Low Stock",2023-04-25
1799,"Gadget Y",Toys,"Warehouse 3","Aisle 2",NULL,49.99,"Supplier A","Out of Stock",NULL
1800,"Widget B",Furniture,"Warehouse 1","Aisle 1",150,49.99,"Supplier A","Low Stock",2023-01-15
1801,"Gadget X",Toys,"Warehouse 1","Aisle 2",100,9.99,"Supplier D","Low Stock",2023-04-25
1801,"Widget A",Clothing,"Warehouse 1","Aisle 3",300,49.99,"Supplier D","In Stock",NULL
1803,"Gadget X",Clothing,"Warehouse 1","Aisle 4",200,49.99,"Supplier B","In Stock",NULL
1804,"Gadget Y",Clothing,"Warehouse 2","Aisle 2",NULL,19.99,"Supplier B","Out of Stock",2023-01-15
1805,"Gadget Y",Furniture,"Warehouse 2","Aisle 2",300,9.99,"Supplier C","In Stock",2023-01-15
1806,"Widget A",Toys,"Warehouse 2","Aisle 2",50,29.99,"Supplier B","Low Stock",2023-04-25
1810,"Gadget Y",Toys,"Warehouse 1","Aisle 1",200,49.99,"Supplier C","In Stock",2023-01-15
1812,"Gadget Y",Clothing,"Warehouse 1","Aisle 5",300,9.99,"Supplier D","In Stock",NULL
1814,"Gadget Y",Electronics,"Warehouse 3","Aisle 1",NULL,19.99,"Supplier B","Out of Stock",NULL
1814,"Widget C",Clothing,"Warehouse 1","Aisle 2",NULL,9.99,"Supplier A","Out of Stock",2023-04-25
1815,"Gadget X",Electronics,"Warehouse 3","Aisle 4",200,9.99,"Supplier D","In Stock",2023-04-25
1815,"Gadget Z",Clothing,"Warehouse 1","Aisle 1",150,29.99,"Supplier C","Low Stock",NULL
1815,"Widget A",Clothing,"Warehouse 2","Aisle 2",NULL,9.99,"Supplier A","Out of Stock",2022-12-20
1817,"Widget C",Furniture,"Warehouse 3","Aisle 1",50,9.99,"Supplier C","Low Stock",2023-03-05
1818,"Gadget X",Toys,"Warehouse 3","Aisle 4",150,29.99,"Supplier B","Low Stock",NULL
1818,"Gadget Z",Toys,"Warehouse 3","Aisle 4",100,29.99,"Supplier D","Low Stock",2023-01-15
1819,"Widget A",Furniture,"Warehouse 2","Aisle 3",200,29.99,"Supplier B","In Stock",2022-12-20
1821,"Gadget Y",Toys,"Warehouse 2","Aisle 2",50,49.99,"Supplier D","Low Stock",NULL
1822,"Gadget Y",Toys,"Warehouse 3","Aisle 1",50,29.99,"Supplier B","Low Stock",2022-12-20
1823,"Gadget Y",Electronics,"Warehouse 2","Aisle 3",300,19.99,"Supplier B","In Stock",2022-12-20
1823,"Gadget Z",Toys,"Warehouse 2","Aisle 5",NULL,29.99,"Supplier B","Out of Stock",2023-04-25
1824,"Gadget Z",Toys,"Warehouse 2","Aisle 2",150,9.99,"Supplier C","Low Stock",2022-12-20
1825,"Widget C",Toys,"Warehouse 3","Aisle 2",100,29.99,"Supplier D","Low Stock",2023-03-05
1826,"Widget C",Electronics,"Warehouse 2","Aisle 5",100,19.99,"Supplier B","Low Stock",2023-03-05
1828,"Widget A",Electronics,"Warehouse 1","Aisle 5",NULL,49.99,"Supplier B","Out of Stock",2022-12-20
1828,"Widget C",Electronics,"Warehouse 3","Aisle 1",150,19.99,"Supplier D","Low Stock",NULL
1829,"Gadget Z",Clothing,"Warehouse 1","Aisle 4",150,49.99,"Supplier A","Low Stock",2022-12-20
1829,"Widget A",Furniture,"Warehouse 3","Aisle 3",NULL,29.99,"Supplier A","Out of Stock",2023-04-25
1830,"Widget A",Toys,"Warehouse 2","Aisle 4",NULL,29.99,"Supplier D","Out of Stock",NULL
1834,"Widget C",Clothing,"Warehouse 3","Aisle 2",50,29.99,"Supplier A","Low Stock",NULL
1837,"Widget C",Electronics,"Warehouse 2","Aisle 2",150,9.99,"Supplier D","Low Stock",2023-03-05
1838,"Widget B",Clothing,"Warehouse 3","Aisle 4",150,9.99,"Supplier D","Low Stock",2023-04-25
1840,"Gadget X",Electronics,"Warehouse 2","Aisle 3",150,49.99,"Supplier C","Low Stock",2023-04-25
1841,"Widget B",Toys,"Warehouse 1","Aisle 4",NULL,19.99,"Supplier B","Out of Stock",NULL
1848,"Gadget Y",Clothing,"Warehouse 3","Aisle 4",NULL,29.99,"Supplier C","Out of Stock",2023-03-05
1850,"Widget B",Toys,"Warehouse 3","Aisle 2",300,49.99,"Supplier D","In Stock",2023-01-15
1851,"Gadget Y",Clothing,"Warehouse 2","Aisle 2",50,49.99,"Supplier D","Low Stock",2023-01-15
1853,"Gadget Z",Clothing,"Warehouse 3","Aisle 3",NULL,9.99,"Supplier C","Out of Stock",2022-12-20
1853,"Widget C",Toys,"Warehouse 1","Aisle 4",300,9.99,"Supplier B","In Stock",2023-01-15
1854,"Gadget Z",Toys,"Warehouse 1","Aisle 1",50,29.99,"Supplier B","Low Stock",2023-01-15
1856,"Gadget X",Clothing,"Warehouse 1","Aisle 5",150,9.99,"Supplier D","Low Stock",2022-12-20
1856,"Gadget Y",Furniture,"Warehouse 1","Aisle 3",50,9.99,"Supplier B","Low Stock",2022-12-20
1857,"Gadget Y",Clothing,"Warehouse 3","Aisle 3",300,29.99,"Supplier A","In Stock",2023-03-05
1857,"Widget C",Furniture,"Warehouse 3","Aisle 2",150,19.99,"Supplier B","Low Stock",2023-01-15
1860,"Gadget Z",Electronics,"Warehouse 2","Aisle 2",100,9.99,"Supplier D","Low Stock",NULL
1860,"Widget A",Clothing,"Warehouse 2","Aisle 3",100,19.99,"Supplier B","Low Stock",2022-12-20
1863,"Gadget Z",Clothing,"Warehouse 2","Aisle 3",150,9.99,"Supplier A","Low Stock",2023-03-05
1863,"Widget B",Clothing,"Warehouse 2","Aisle 3",150,9.99,"Supplier C","Low Stock",2022-12-20
1866,"Gadget Z",Clothing,"Warehouse 3","Aisle 4",300,29.99,"Supplier B","In Stock",2022-12-20
1866,"Widget A",Furniture,"Warehouse 2","Aisle 3",200,19.99,"Supplier B","In Stock",NULL
1866,"Widget C",Electronics,"Warehouse 3","Aisle 2",50,49.99,"Supplier A","Low Stock",2023-01-15
1868,"Gadget Z",Furniture,"Warehouse 1","Aisle 2",150,9.99,"Supplier A","Low Stock",2023-04-25
1868,"Widget C",Electronics,"Warehouse 2","Aisle 3",100,19.99,"Supplier B","Low Stock",2023-04-25
1870,"Widget B",Electronics,"Warehouse 3","Aisle 4",150,19.99,"Supplier D","Low Stock",2023-03-05
1871,"Gadget Y",Electronics,"Warehouse 3","Aisle 2",100,19.99,"Supplier B","Low Stock",2023-04-25
1871,"Gadget Z",Clothing,"Warehouse 1","Aisle 3",50,49.99,"Supplier D","Low Stock",2022-12-20
1872,"Gadget Y",Electronics,"Warehouse 2","Aisle 3",NULL,19.99,"Supplier D","Out of Stock",NULL
1875,"Gadget Y",Clothing,"Warehouse 3","Aisle 2",NULL,9.99,"Supplier B","Out of Stock",2023-01-15
1875,"Widget B",Clothing,"Warehouse 1","Aisle 5",NULL,49.99,"Supplier D","Out of Stock",2022-12-20
1876,"Gadget X",Furniture,"Warehouse 3","Aisle 2",50,49.99,"Supplier A","Low Stock",2022-12-20
1878,"Gadget X",Toys,"Warehouse 2","Aisle 2",150,9.99,"Supplier D","Low Stock",2022-12-20
1880,"Gadget X",Clothing,"Warehouse 1","Aisle 5",200,9.99,"Supplier A","In Stock",2023-03-05
1880,"Gadget Y",Clothing,"Warehouse 1","Aisle 1",100,49.99,"Supplier B","Low Stock",NULL
1882,"Gadget X",Furniture,"Warehouse 2","Aisle 5",200,9.99,"Supplier D","In Stock",2023-03-05
1882,"Gadget Y",Electronics,"Warehouse 2","Aisle 4",50,19.99,"Supplier B","Low Stock",2022-12-20
1882,"Gadget Z",Electronics,"Warehouse 1","Aisle 3",300,49.99,"Supplier A","In Stock",2022-12-20
1883,"Gadget X",Furniture,"Warehouse 2","Aisle 2",200,49.99,"Supplier B","In Stock",NULL
1883,"Gadget Z",Toys,"Warehouse 3","Aisle 1",50,9.99,"Supplier B","Low Stock",2022-12-20
1884,"Gadget X",Furniture,"Warehouse 1","Aisle 4",200,29.99,"Supplier C","In Stock",2022-12-20
1884,"Gadget Z",Clothing,"Warehouse 2","Aisle 4",200,9.99,"Supplier B","In Stock",2023-03-05
1885,"Gadget Y",Electronics,"Warehouse 3","Aisle 3",50,49.99,"Supplier B","Low Stock",2023-01-15
1890,"Gadget Z",Clothing,"Warehouse 2","Aisle 4",100,9.99,"Supplier D","Low Stock",2023-04-25
1891,"Widget B",Furniture,"Warehouse 1","Aisle 1",200,49.99,"Supplier B","In Stock",2023-01-15
1894,"Gadget X",Toys,"Warehouse 2","Aisle 4",50,9.99,"Supplier B","Low Stock",2023-03-05
1895,"Gadget Z",Furniture,"Warehouse 3","Aisle 5",50,49.99,"Supplier D","Low Stock",NULL
1896,"Gadget X",Toys,"Warehouse 2","Aisle 4",150,49.99,"Supplier A","Low Stock",NULL
1897,"Widget C",Clothing,"Warehouse 3","Aisle 4",100,9.99,"Supplier B","Low Stock",2022-12-20
1899,"Gadget Y",Clothing,"Warehouse 3","Aisle 3",150,29.99,"Supplier D","Low Stock",2023-04-25
1902,"Gadget X",Electronics,"Warehouse 2","Aisle 5",300,49.99,"Supplier C","In Stock",NULL
1902,"Widget B",Clothing,"Warehouse 1","Aisle 5",200,19.99,"Supplier A","In Stock",2023-04-25
1905,"Widget A",Toys,"Warehouse 2","Aisle 5",300,49.99,"Supplier D","In Stock",2023-04-25
1906,"Widget B",Furniture,"Warehouse 1","Aisle 2",300,29.99,"Supplier A","In Stock",2023-04-25
1907,"Gadget Z",Electronics,"Warehouse 3","Aisle 4",150,49.99,"Supplier C","Low Stock",2022-12-20
1908,"Widget B",Toys,"Warehouse 1","Aisle 1",150,29.99,"Supplier D","Low Stock",2022-12-20
1912,"Gadget Z",Toys,"Warehouse 1","Aisle 3",NULL,49.99,"Supplier C","Out of Stock",2023-01-15
1913,"Widget C",Electronics,"Warehouse 3","Aisle 4",150,29.99,"Supplier B","Low Stock",2023-01-15
1915,"Widget B",Electronics,"Warehouse 3","Aisle 5",50,19.99,"Supplier B","Low Stock",NULL
1920,"Gadget Y",Furniture,"Warehouse 1","Aisle 5",100,29.99,"Supplier A","Low Stock",2023-01-15
1920,"Widget B",Electronics,"Warehouse 1","Aisle 3",NULL,49.99,"Supplier D","Out of Stock",2023-03-05
1921,"Gadget Z",Toys,"Warehouse 1","Aisle 4",200,9.99,"Supplier D","In Stock",2022-12-20
1921,"Widget C",Toys,"Warehouse 1","Aisle 3",100,49.99,"Supplier C","Low Stock",2023-04-25
1922,"Widget B",Toys,"Warehouse 1","Aisle 4",NULL,19.99,"Supplier B","Out of Stock",2023-04-25
1924,"Widget C",Furniture,"Warehouse 3","Aisle 1",150,9.99,"Supplier B","Low Stock",2023-01-15
1927,"Gadget Z",Electronics,"Warehouse 2","Aisle 1",150,19.99,"Supplier B","Low Stock",2022-12-20
1928,"Gadget X",Furniture,"Warehouse 1","Aisle 4",150,49.99,"Supplier B","Low Stock",2023-03-05
1928,"Gadget Y",Toys,"Warehouse 1","Aisle 4",NULL,49.99,"Supplier D","Out of Stock",2022-12-20
1928,"Gadget Z",Toys,"Warehouse 1","Aisle 4",200,49.99,"Supplier C","In Stock",2023-03-05
1928,"Widget B",Toys,"Warehouse 1","Aisle 4",300,29.99,"Supplier C","In Stock",2023-04-25
1929,"Gadget Y",Toys,"Warehouse 1","Aisle 5",200,49.99,"Supplier B","In Stock",2023-01-15
1931,"Gadget X",Toys,"Warehouse 1","Aisle 3",NULL,49.99,"Supplier D","Out of Stock",2023-04-25
1931,"Gadget Y",Electronics,"Warehouse 1","Aisle 1",200,29.99,"Supplier A","In Stock",2022-12-20
1933,"Gadget Y",Electronics,"Warehouse 2","Aisle 3",100,9.99,"Supplier D","Low Stock",2023-01-15
1934,"Widget A",Toys,"Warehouse 1","Aisle 3",50,49.99,"Supplier B","Low Stock",2023-03-05
1935,"Widget A",Furniture,"Warehouse 2","Aisle 3",NULL,19.99,"Supplier B","Out of Stock",2023-04-25
1942,"Gadget Z",Furniture,"Warehouse 3","Aisle 1",100,19.99,"Supplier C","Low Stock",NULL
1945,"Gadget Y",Furniture,"Warehouse 1","Aisle 3",100,9.99,"Supplier C","Low Stock",2023-04-25
1945,"Widget A",Clothing,"Warehouse 2","Aisle 2",200,29.99,"Supplier C","In Stock",2023-04-25
1947,"Widget B",Furniture,"Warehouse 1","Aisle 5",100,49.99,"Supplier B","Low Stock",2023-03-05
1950,"Widget C",Furniture,"Warehouse 1","Aisle 2",300,9.99,"Supplier D","In Stock",NULL
1951,"Gadget Y",Clothing,"Warehouse 3","Aisle 1",50,49.99,"Supplier C","Low Stock",2022-12-20
1952,"Gadget Y",Furniture,"Warehouse 1","Aisle 5",200,49.99,"Supplier B","In Stock",2023-01-15
1952,"Widget A",Furniture,"Warehouse 3","Aisle 3",NULL,9.99,"Supplier C","Out of Stock",2023-01-15
1952,"Widget B",Furniture,"Warehouse 2","Aisle 2",NULL,29.99,"Supplier B","Out of Stock",2022-12-20
1953,"Widget C",Electronics,"Warehouse 1","Aisle 3",50,49.99,"Supplier B","Low Stock",2023-03-05
1954,"Gadget X",Clothing,"Warehouse 2","Aisle 1",150,49.99,"Supplier C","Low Stock",2023-03-05
1954,"Widget C",Toys,"Warehouse 2","Aisle 3",NULL,9.99,"Supplier B","Out of Stock",2023-01-15
1955,"Gadget Y",Clothing,"Warehouse 2","Aisle 5",100,49.99,"Supplier B","Low Stock",2023-03-05
1955,"Widget B",Electronics,"Warehouse 1","Aisle 5",150,29.99,"Supplier B","Low Stock",2022-12-20
1957,"Gadget X",Toys,"Warehouse 3","Aisle 5",50,19.99,"Supplier A","Low Stock",2023-03-05
1957,"Gadget Y",Electronics,"Warehouse 2","Aisle 3",300,29.99,"Supplier A","In Stock",2023-04-25
1957,"Widget A",Furniture,"Warehouse 2","Aisle 2",200,29.99,"Supplier A","In Stock",2023-01-15
1958,"Widget A",Furniture,"Warehouse 1","Aisle 4",300,19.99,"Supplier D","In Stock",2023-04-25
1958,"Widget C",Furniture,"Warehouse 2","Aisle 3",300,29.99,"Supplier A","In Stock",2022-12-20
1959,"Gadget X",Toys,"Warehouse 3","Aisle 1",200,29.99,"Supplier A","In Stock",2023-03-05
1961,"Gadget Y",Toys,"Warehouse 3","Aisle 5",NULL,19.99,"Supplier B","Out of Stock",2023-03-05
1962,"Gadget Y",Clothing,"Warehouse 2","Aisle 4",150,49.99,"Supplier D","Low Stock",2023-01-15
1967,"Gadget Y",Clothing,"Warehouse 1","Aisle 1",200,29.99,"Supplier D","In Stock",2022-12-20
1970,"Gadget Y",Clothing,"Warehouse 1","Aisle 4",150,19.99,"Supplier C","Low Stock",2023-01-15
1971,"Widget B",Furniture,"Warehouse 1","Aisle 4",100,49.99,"Supplier A","Low Stock",NULL
1971,"Widget C",Furniture,"Warehouse 1","Aisle 5",50,29.99,"Supplier A","Low Stock",2022-12-20
1972,"Gadget X",Furniture,"Warehouse 3","Aisle 1",50,9.99,"Supplier C","Low Stock",NULL
1972,"Widget B",Clothing,"Warehouse 1","Aisle 1",NULL,9.99,"Supplier B","Out of Stock",NULL
1973,"Gadget Z",Furniture,"Warehouse 2","Aisle 1",100,29.99,"Supplier C","Low Stock",2023-04-25
1974,"Widget B",Furniture,"Warehouse 3","Aisle 5",100,49.99,"Supplier B","Low Stock",NULL
1977,"Widget A",Electronics,"Warehouse 3","Aisle 1",100,29.99,"Supplier B","Low Stock",2023-04-25
1981,"Widget A",Clothing,"Warehouse 1","Aisle 5",NULL,19.99,"Supplier B","Out of Stock",2023-04-25
1982,"Gadget Y",Electronics,"Warehouse 1","Aisle 5",200,19.99,"Supplier D","In Stock",2023-04-25
1985,"Widget C",Electronics,"Warehouse 2","Aisle 3",150,49.99,"Supplier D","Low Stock",2022-12-20
1987,"Gadget Z",Electronics,"Warehouse 3","Aisle 4",300,49.99,"Supplier D","In Stock",2023-03-05
1987,"Widget A",Clothing,"Warehouse 2","Aisle 4",200,19.99,"Supplier B","In Stock",NULL
1989,"Gadget Y",Electronics,"Warehouse 2","Aisle 3",100,19.99,"Supplier B","Low Stock",2023-04-25
1992,"Gadget Y",Toys,"Warehouse 2","Aisle 5",150,29.99,"Supplier D","Low Stock",2023-03-05
1992,"Widget C",Electronics,"Warehouse 3","Aisle 4",300,29.99,"Supplier C","In Stock",NULL
1995,"Gadget Y",Toys,"Warehouse 1","Aisle 4",300,19.99,"Supplier D","In Stock",NULL
1996,"Widget B",Furniture,"Warehouse 3","Aisle 2",100,19.99,"Supplier C","Low Stock",2022-12-20
1998,"Gadget Y",Toys,"Warehouse 3","Aisle 4",300,19.99,"Supplier B","In Stock",2023-04-25
